AAPL,AMZN,GOOGL,FB,GM,AMD,MSFT,MCD,MMM,SHLD,WMT,INTC
139.90747497243,139.90747497243,884.67,855.13,141.42,33.187301005446,12.79,64.442974679554,129.78004579854,174.24278740918,13.47,72.551182617696
140.65139986594,140.65139986594,896.23,840.18,139.39,32.688023025718,12.31,63.921368439784,129.19709774357,172.83863307841,13.04,72.215526037345
140.48277689007,140.48277689007,902.36,841.46,139.58,33.22646006268,12.76,64.196934000417,129.69112151897,173.40815021956,13.35,72.50182135588
142.01030267141,142.01030267141,907.04,839.88,139.92,33.206880534063,13.1,64.442974679554,129.63183866592,175.59784543468,13.24,72.491949103517
142.17892564727,142.17892564727,894.88,841.7,141.04,33.255829355605,13.1,64.492182815382,128.42642065394,176.39320558008,11.92,72.126675766075
142.49633360184,142.49633360184,898.28,842.1,140.78,33.001295483587,13.52,64.639807222864,128.40665970292,175.26399055883,11.34,71.968719728263
142.85341755072,142.85341755072,909.28,845.095,141.17,33.441834877464,13.27,64.689015358691,128.59438873758,172.70116342365,11.65,70.517498630862
143.59734244423,143.59734244423,906.83,848.91,141.85,33.28519864853,14.17,64.521707696878,128.85128110079,172.86809086157,11.39,70.734688182854
142.53600959616,142.53600959616,891.51,852.57,141.73,33.549522284857,14.16,64.689015358691,127.74466784388,168.69490491348,11.36,71.090089267932
142.49633360184,142.49633360184,886.54,856.75,142.28,33.451624641773,14.64,64.511866069713,128.06084306014,168.5181582145,11.76,70.912388725393
142.7641465635,142.7641465635,876.34,847.8,142.05,34.616606594471,14.55,64.816956511842,128.06084306014,169.3135183599,11.49,71.159195034475
142.95260753652,142.95260753652,874.32,849.48,142.41,34.665555416013,14.05,64.66933210436,127.77430927041,169.50990358099,11.75,70.675454668674
142.63519958196,142.63519958196,856.0,849.87,142.65,34.792822352022,13.71,64.433133052389,127.30004644602,168.63598934715,11.5,69.836313217796
139.73885199657,139.73885199657,846.82,840.63,141.76,34.812401880639,13.69,64.25598376341,127.90275545201,169.64737323575,11.3,69.421678618539
139.50079603064,139.50079603064,845.61,838.51,140.32,33.980271914426,13.7,64.068992847266,127.94227735404,169.38225318728,9.43,68.770109962562
139.77852799089,139.77852799089,847.38,835.14,140.34,33.8334254498,13.7,63.95089332128,127.79407022142,170.35436003166,8.5,68.720748700746
140.27447791989,140.27447791989,848.06,839.65,139.53,33.539732520548,13.79,63.84263542246,127.45813405415,169.13677166092,8.19,68.967555009828
138.70727614424,138.70727614424,843.2,849.8,139.59,33.666999456557,14.1,64.000101457108,127.55693880923,168.80291678508,7.98,69.352572851996
140.31415391421,140.31415391421,856.97,850.14,138.51,33.823635685492,13.82,63.193088029538,126.98387122976,168.41996560396,9.1,69.007044019281
138.85606112294,138.85606112294,852.31,867.91,139.94,34.959248345265,14.4,63.901685185453,127.24076359297,169.83393919578,9.18,69.086022038187
139.55039102354,139.55039102354,853.42,872.37,139.84,35.566213732385,13.49,63.84263542246,127.10243693586,169.64737323575,9.05,68.997171766918
139.3222540562,139.3222540562,852.97,870.0,139.99,36.300446055515,13.65,63.616277997654,126.45032555232,168.90110939562,8.96,69.540145646898
137.86416126493,137.86416126493,852.53,868.39,139.72,36.310235819823,13.98,63.724535896474,126.35152079724,169.99381527895,8.76,69.678357179984
138.07246023511,138.07246023511,854.59,865.91,139.32,36.182968883814,14.1,63.389920572848,126.27247699318,168.69622704249,8.8,69.816568713069
138.01294624363,138.01294624363,852.46,864.58,139.6,36.094861005038,14.28,63.685169387812,126.08474795852,170.81334469146,9.22,69.056405281097
137.55667230894,137.55667230894,853.0,861.405,138.79,36.055701947805,13.91,63.901685185453,126.45032555232,170.03284048907,9.23,69.204489066547
137.87408026351,137.87408026351,850.5,857.84,138.24,36.055701947805,13.33,63.704852642143,126.60841316045,166.23763880499,8.01,68.967555009828
138.38986818967,138.38986818967,846.02,853.64,137.72,36.486451577374,13.22,63.960734948446,126.55901078291,166.86204216689,7.49,68.908321495648
138.21132621523,138.21132621523,846.61,851.15,137.3,36.360469141649,13.05,63.380078945682,126.5392498319,165.60347914055,7.43,68.477093200127
138.64776215275,138.64776215275,849.88,847.27,137.42,36.738416448825,13.04,63.252137792531,126.49972792986,162.42292451584,7.52,68.486893843207
137.83440426919,137.83440426919,848.91,849.08,137.17,37.048527059841,13.03,63.2324545382,126.37128174826,162.76439510438,7.62,68.633903489408
138.65768115133,138.65768115133,853.08,849.85,136.76,36.593052099911,13.9,62.996255486229,126.69733744003,161.69120182611,7.77,69.349350434249
135.8803615489,135.8803615489,845.04,856.75,137.42,36.2732505323,14.96,63.911526812618,127.50753643169,160.2472690517,7.66,69.045530498769
135.82084755742,135.82084755742,848.64,844.93,135.54,35.701484093239,14.46,62.966730604732,126.12426986056,161.27168081733,7.84,69.51596136661
135.55303459576,135.55303459576,845.24,849.67,136.41,36.118195226792,15.2,63.212771283869,125.47215847702,161.73022703623,8.04,70.309813456092
135.42408761422,135.42408761422,852.19,847.81,135.44,35.759629832805,14.12,63.596594743323,126.17832555358,161.7204707337,7.74,70.946855256293
135.99938953187,135.99938953187,855.61,851.0,135.36,36.098813313604,14.32,63.596594743323,125.80562626317,162.45219342343,7.91,69.888385803651
135.59271059008,135.59271059008,856.44,851.36,136.12,36.670579752665,14.28,63.340712437021,125.39369546852,162.1790169526,8.33,70.280411526852
134.62064872923,134.62064872923,845.07,849.27,133.72,36.641506882882,14.0,63.468653590172,125.58004511372,167.09619342761,8.06,70.025594806771
134.24868628248,134.24868628248,844.14,846.55,133.53,36.069740443821,13.13,63.596594743323,125.3446560882,165.36932787984,7.54,67.987061046126
134.41234975905,134.41234975905,842.7,842.17,133.84,35.88561226853,12.97,63.498178471668,124.26578972125,165.72055477091,7.39,67.497028892125
133.92631882862,133.92631882862,836.39,837.32,133.44,35.934067051501,13.3,63.508020098834,124.05001644785,165.76933628356,7.58,67.320617316684
132.21033207426,132.21033207426,836.53,840.03,133.85,36.08912235701,13.26,63.547386607496,123.39288875162,165.80836149368,7.1,67.291215387444
131.04980924039,131.04980924039,827.46,838.96,134.05,34.422277822797,13.49,63.312605622493,123.12807609791,166.06202535945,6.4,66.418958153322
131.34737919779,131.34737919779,821.36,834.85,134.19,34.083094341999,13.58,62.608262667483,123.40269662768,166.17910098981,6.96,66.663974230323
130.40911308577,130.40911308577,819.71,830.06,134.14,33.99587573265,13.42,62.666957913734,122.08844123521,165.87665561139,5.54,67.702842396805
129.9054123309,129.9054123309,812.5,829.88,134.2,34.054021472216,13.56,61.962614958725,122.27479088041,165.58396653549,5.73,66.458160725642
128.68072814257,128.68072814257,807.64,829.23,131.84,34.015257645839,13.29,62.050657828101,122.1963278719,165.54494132537,5.66,65.55650156228
127.48567341042,127.48567341042,810.2,821.62,132.06,35.691793136645,13.63,62.256091189979,122.05901760702,166.96936149472,6.52,65.076270051359
126.94246671398,126.94246671398,839.95,820.13,130.98,35.207245306932,12.24,62.295221354146,121.85305220969,167.15473124279,6.88,65.174276482159
127.15974939256,127.15974939256,832.35,818.26,130.84,34.625787911277,12.28,61.796311761014,120.85264885124,167.45717662121,6.6,65.37028934376
119.85115020417,119.85115020417,823.48,815.24,133.23,35.023117131641,12.06,62.197395943728,120.06801876618,168.18889931094,6.65,64.909659118999
120.12769179508,120.12769179508,830.38,820.19,130.32,35.478592091571,10.37,63.2441278352,120.21513690713,167.49620183133,6.98,65.40949191608
120.44373932755,120.44373932755,835.77,823.83,130.98,35.207245306932,10.61,63.713689805206,120.65649132997,170.77431948134,6.86,65.095871337519
120.43386284216,120.43386284216,839.15,845.03,132.18,35.866230355342,10.67,64.349554972923,120.49956531296,171.93531948238,7.42,64.351022463437
120.37460392982,120.37460392982,836.52,856.98,132.78,36.360469141649,10.52,62.872391275612,119.53839345876,171.09627746482,7.96,65.399691273
118.48819522039,118.48819522039,822.44,858.45,131.48,37.096981842812,10.35,62.295221354146,119.4501225742,173.26217662643,8.77,65.55650156228
118.59683655968,118.59683655968,817.88,849.53,129.37,35.856539398747,10.44,62.138700697477,118.72433974552,172.00361360009,9.43,66.056334359361
118.51782467656,118.51782467656,808.33,844.43,128.93,35.517355917948,9.91,61.590878399137,119.0479996556,171.66214301155,9.33,65.32128612836
118.30054199798,118.30054199798,809.04,828.17,127.04,35.866230355342,9.75,61.375662496217,119.91109274917,173.06705057584,9.33,65.840720211601
118.50794819117,118.50794819117,807.48,824.37,127.55,36.147268096575,9.77,60.945230690378,119.83262974066,175.46710099816,8.94,66.271948507122
118.51782467656,118.51782467656,809.72,829.02,127.92,36.312014358677,9.88,61.140881511214,120.35244717201,175.21343713239,8.87,66.752180018043
117.56968207915,117.56968207915,817.14,827.46,127.87,36.156959053169,9.82,61.17022913434,120.39167867627,173.27193292896,8.92,67.055999953524
117.77708827233,117.77708827233,813.64,830.94,128.34,36.186031922952,10.58,61.33653233205,119.16569416836,172.41337830634,8.74,65.791716996201
118.27091254181,118.27091254181,799.02,829.53,126.62,36.350778185054,10.76,61.248489462674,119.75416673216,170.7938320864,8.81,66.614971014923
117.63881747687,117.63881747687,795.9,829.86,126.09,36.777180275202,11.2,61.815876843098,118.55760585244,172.28654637345,9.11,67.163807027404
117.5202996522,117.5202996522,796.92,826.01,124.35,36.195722879546,11.44,61.258272003716,117.93970966046,171.34018502806,9.14,66.869787735003
116.45363923011,116.45363923011,795.99,827.18,124.9,34.897134695916,11.49,61.277837085799,118.11625142959,171.77921864191,9.1,67.340218602844
115.16969612944,115.16969612944,780.45,825.21,123.41,34.877752782727,11.32,61.473487906635,118.43991133968,173.75974805545,9.56,66.899189664243
114.58698349145,114.58698349145,757.18,813.02,120.67,35.265391046498,11.24,60.945230690378,117.40027647698,171.35969763312,10.39,67.830250756846
114.71537780152,114.71537780152,753.67,807.77,118.69,35.943758008096,11.43,60.945230690378,117.18450320359,175.71100856141,10.36,67.683241110645
114.38945378366,114.38945378366,749.87,808.01,116.86,34.06371242881,11.43,61.219141839549,117.32181346847,175.36953797287,9.72,67.291215387444
115.28821395412,115.28821395412,765.15,792.45,115.05,33.763292774388,11.34,60.78871003371,119.38146744175,176.06223545248,9.29,67.742044969125
115.31784341029,115.31784341029,772.13,802.88,116.35,34.054021472216,11.59,61.532183152886,120.43091018052,176.40370604102,9.0,67.879253972246
115.81166767978,115.81166767978,771.4,804.57,116.92,34.06371242881,11.55,61.620226022262,120.32302354382,175.59393293105,8.18,67.928257187646
115.08080776094,115.08080776094,760.59,809.93,118.01,34.441659735986,12.07,61.903919712474,120.70553071029,174.87196654385,8.29,68.310482267767
114.85364859697,114.85364859697,766.34,807.8,117.27,34.5870240849,11.58,61.864789548307,120.77418584273,175.75979007406,8.79,68.153671978486
115.61413797198,115.61413797198,770.6,809.68,117.4,34.5870240849,11.6,62.168048320603,121.3430426544,176.1012606626,9.4,68.202675193887
115.50549663269,115.50549663269,771.22,812.2,119.04,35.294463916281,11.47,62.158265779561,120.81341734699,175.03782368685,9.89,69.819781302091
115.19932558561,115.19932558561,766.0,815.2,119.09,35.478592091571,11.51,62.158265779561,120.96053548793,175.20368082986,10.07,70.388218600732
114.5376010645,114.5376010645,757.77,812.5,119.24,35.275082003092,10.95,62.236526107895,120.62706770178,175.03782368685,10.03,70.153003166811
114.38945378366,114.38945378366,761.0,809.84,119.87,35.246009133309,10.66,60.945230690378,120.87226460336,175.38905057793,10.41,69.56496458201
113.76723520411,113.76723520411,768.82,815.65,120.57,35.120026697584,10.86,61.219141839549,120.0091715098,174.70610940084,10.31,69.66297101281
113.76723520411,113.76723520411,774.34,817.89,120.21,34.83898895635,10.55,61.316967249967,120.47994956084,175.23294973745,10.53,69.917787732891
111.90057946545,111.90057946545,760.12,815.34,120.31,36.205413836141,10.54,61.61044348122,120.32302354382,174.81342872867,11.4,70.368617314572
112.54255101578,112.54255101578,768.66,807.9,117.77,35.95344896469,10.68,60.818057656835,119.40108319388,175.48661360322,11.51,70.241208954532
110.73515418946,110.73515418946,767.33,809.45,119.68,36.496142533968,10.34,60.622406835999,118.93030514284,173.8091252535,11.93,68.682906704808
109.65861728198,109.65861728198,770.42,795.17,118.91,35.294463916281,10.34,59.683282895987,118.13586718172,175.07936209635,12.76,68.937723424888
108.5919568599,108.5919568599,764.72,791.47,117.95,35.178172437149,9.56,60.035454373491,117.61604975037,174.79816462732,12.12,69.192540144969
107.76233208716,107.76233208716,759.36,776.18,117.31,33.986184776056,9.45,58.646333545557,116.95892205413,175.50600653212,11.78,68.472392751055
108.54257443295,108.54257443295,740.34,778.22,117.43,33.860202340331,8.68,58.910462153685,116.99815355839,173.39217728218,11.84,68.063660446401
108.13763853197,108.13763853197,743.65,764.46,115.4,33.94648258412,8.53,57.961555672631,115.96832657174,172.97522931086,12.51,68.978442271103
109.15491652711,109.15491652711,750.57,764.33,115.1,34.924325347062,8.39,57.912642967422,116.1939077212,173.15946213539,13.2,68.774076118776
110.08330615374,110.08330615374,762.52,775.88,118.42,33.102853533738,8.91,58.949592317852,116.97853780626,173.14976567094,12.88,68.540514801831
110.19194749303,110.19194749303,766.77,789.44,120.87,33.141200308755,8.93,59.761543224321,118.36144833118,172.4128343728,13.0,69.455296626532
110.4092301716,110.4092301716,780.37,785.79,120.41,32.642692233529,8.83,59.291981254315,118.55608975254,172.96553284641,12.6,69.280125638823
109.85614698978,109.85614698978,780.12,780.23,120.38,32.834426108616,8.77,59.213720925981,117.42716950863,172.94613991751,13.0,69.319052524981
110.41910665699,110.41910665699,785.33,779.0,120.84,32.460545052197,8.8,59.086547892437,116.92110181309,172.87826466636,13.3,68.929783663406
110.34997125926,110.34997125926,780.0,785.0,121.47,32.412611583425,8.69,59.790890847447,116.48315861502,172.94613991751,12.92,68.23883143411
108.70059819918,108.70059819918,760.16,784.8,121.77,31.645676083078,8.94,59.53654478036,116.29824926472,172.57767426844,12.55,67.508952318657
108.5919568599,108.5919568599,756.4,775.97,117.02,31.636089389324,8.71,59.037635187228,116.78485281813,172.85887173747,12.2,66.701219430889
108.63146280145,108.63146280145,746.49,786.16,117.79,32.038730527006,8.46,59.321328877441,116.24958890938,172.26738740606,12.44,67.333781330948
105.78703500922,105.78703500922,743.24,779.98,116.34,31.856583345673,7.67,58.352857314303,116.01601920374,174.17759090257,13.11,69.474760069611
104.40432705466,104.40432705466,719.07,775.16,117.2,32.04831722076,6.97,57.589819113043,115.14986487868,174.96300452296,12.32,69.503955234229
107.09073108066,107.09073108066,739.01,753.22,115.08,31.904516814445,6.79,56.481948816234,114.70218960954,174.78846816287,12.82,68.598905131067
106.45863601572,106.45863601572,742.38,771.75,119.02,32.613932152266,6.685,57.356583261083,111.15971574072,175.91325803899,12.67,69.319052524981
109.51047000114,109.51047000114,771.88,780.29,120.8,31.377248657956,6.295,57.045602125137,111.4419458017,175.7387216789,12.24,69.474760069611
109.68824673815,109.68824673815,787.75,805.59,123.18,29.680403863438,6.94,58.47417171839,111.89935314191,175.61266764106,11.82,69.192540144969
109.04627518782,109.04627518782,784.93,811.98,124.22,30.418579282522,7.0,58.76571653334,111.05266295897,175.89386511009,11.52,67.917684623311
107.49566698164,107.49566698164,755.05,802.03,122.15,30.696593401398,6.96,58.717125730848,109.79722579118,175.40904188763,11.38,67.907952901771
108.47343903522,108.47343903522,767.03,781.1,120.75,29.872137738525,6.56,57.055320285635,108.06491714104,173.7703393957,11.08,67.30458616633
109.6426726625,109.6426726625,765.56,782.19,120.0,29.785857494736,6.7,57.541228310551,108.72669797368,173.72185707345,11.06,67.761977078681
109.54441773584,109.54441773584,785.41,788.42,127.17,30.150151857401,6.76,57.755027841514,109.37874673525,172.60676366178,11.55,67.586806090972
111.55864373242,111.55864373242,789.82,805.48,129.5,30.178911938664,7.09,58.114599779952,109.24249774029,171.7437783258,11.1,67.440830267881
111.73550260041,111.73550260041,776.32,809.9,130.99,30.293952263716,7.23,58.231217705932,109.55392401447,169.56207382471,11.11,68.141514218716
112.48224004304,112.48224004304,818.36,819.56,131.29,30.025524838594,7.2,58.18262690344,109.09651667427,169.84327129374,11.35,68.112319054098
113.57286972899,113.57286972899,822.59,817.35,129.69,30.035111532349,7.11,58.406144594902,109.07705253213,170.29900512285,11.17,67.956611509468
116.18645077821,116.18645077821,835.18,822.1,131.04,30.274778876207,7.29,58.921207101313,109.10624874534,170.21173694281,10.94,67.723050192523
115.59692121824,115.59692121824,838.09,828.55,132.29,30.293952263716,7.5,59.271060879252,109.6999050805,169.80448543594,11.21,67.499220597117
114.56524448828,114.56524448828,818.99,835.74,133.28,31.616916001815,7.005,59.280779039751,110.52713112129,166.3137582342,11.4,67.333781330948
115.01721715093,115.01721715093,810.32,824.06,132.07,30.715766788907,6.52,57.978545532976,110.87748567975,164.44234059548,11.6,66.506585000101
115.07617010693,115.07617010693,817.69,821.63,130.0,30.437752670031,6.96,55.636468852881,107.60750980084,162.11518912765,11.89,66.886122140137
115.42006235025,115.42006235025,817.65,827.09,130.11,30.533619607574,6.77,55.908577346834,108.27902270454,163.98660676637,11.3,67.041829684767
115.49866629158,115.49866629158,812.95,821.49,128.57,30.102218388629,6.73,56.034913433312,108.26929063348,168.82514252656,10.99,67.022366241688
115.57727023291,115.57727023291,822.96,806.84,127.54,30.255605488699,6.67,55.607314371386,109.39821087738,166.03256076517,10.79,66.389804341628
114.9386132096,114.9386132096,829.28,804.6,127.88,30.552792995083,6.75,55.801677581352,111.03319881684,166.16831126746,10.72,66.613633937034
115.29233094559,115.29233094559,834.09,804.08,127.82,30.207672019927,6.49,55.315769556436,112.31783219784,166.03256076517,10.58,66.399536063168
114.2704797083,114.2704797083,831.0,811.77,129.05,30.370645813751,6.62,55.500414605904,111.63658722306,163.81207040628,10.87,65.650193504636
114.02484239164,114.02484239164,841.71,809.57,128.88,30.571966382592,6.5,55.578159889891,110.63418390304,164.77202038676,11.04,65.58207145386
112.06956935106,112.06956935106,839.43,814.17,130.24,30.821220420205,6.84,56.404203532248,111.63658722306,162.70667345906,11.33,66.156243024683
111.90253597573,111.90253597573,841.66,800.71,128.99,31.003367601537,6.75,56.170967680288,110.41034626847,162.52244063452,11.67,66.856926975519
111.07719459177,111.07719459177,844.36,803.08,128.74,31.18551478287,6.96,56.112658717298,110.86775360868,162.05701034096,11.95,67.499220597117
111.02806712844,111.02806712844,834.03,801.23,128.47,31.329315189185,6.78,56.015477112315,110.3714179842,163.44360475721,12.51,69.747248272713
110.55644348046,110.55644348046,836.74,802.79,128.19,30.840393807713,6.97,55.626750692382,110.45900662382,164.96594967575,12.1,69.825102045028
111.07719459177,111.07719459177,837.31,800.38,128.77,30.715766788907,6.95,55.801677581352,111.56846272559,166.2167935897,11.37,70.078126805052
110.22237672981,110.22237672981,829.05,804.06,128.27,30.45692605754,6.91,55.976604470322,112.2691718425,165.72227390279,11.46,70.185175741985
111.96148893173,111.96148893173,828.72,802.64,128.09,30.178911938664,6.67,55.782241260355,111.71444379161,164.9174673535,11.0,68.832466448012
111.11649656244,111.11649656244,816.11,810.06,129.23,30.581553076346,6.59,56.39448537175,112.09399456327,163.26906839712,11.01,69.864028931186
110.91016121645,110.91016121645,799.16,810.73,128.69,30.293952263716,6.54,56.316740087763,113.74844664486,162.93938860584,11.2,70.389541894312
110.74312784112,110.74312784112,805.75,802.65,127.31,30.485686138803,6.32,55.296333235439,113.40782415747,163.56965879505,10.99,69.698589665017
112.61979694037,112.61979694037,804.7,814.96,127.96,30.792460338942,6.55,55.81139574185,114.03067670584,163.21088961042,11.54,70.409005337391
111.56846922508,111.56846922508,789.74,815.95,130.08,31.051301070309,6.37,56.190404001285,114.21558605613,163.76358808403,11.71,70.331151565076
111.58812021042,111.58812021042,780.22,805.03,129.94,30.782873645187,6.29,56.132095038295,113.7971070002,163.78298101293,11.74,70.253297792761
111.59794570308,111.59794570308,775.1,799.78,128.64,30.341885732488,6.17,55.208869790955,113.32996758893,164.83019917346,11.39,70.039199918895
112.91456172036,112.91456172036,778.52,795.39,128.65,30.408992588768,6.16,55.325487716934,112.12319077647,163.51148000835,11.77,70.155980577367
113.55321874366,113.55321874366,769.69,797.97,129.07,29.689990557192,6.05,55.636468852881,112.19131527395,161.06797096713,12.12,70.915054857439
109.81953153049,109.81953153049,761.09,801.23,128.35,29.833790963508,6.02,55.578159889891,113.02827338581,160.00135987771,12.06,70.457663945088
106.06619333199,106.06619333199,761.01,790.46,127.77,29.44073651958,6.04,54.674370963547,112.09399456327,160.0983245222,11.89,69.601272449623
103.59999467277,103.59999467277,771.49,788.72,127.21,29.661230475929,5.74,54.936761297002,111.6560513652,161.75641994303,12.06,69.542882120387
101.33030586687,101.33030586687,760.14,798.82,128.69,29.891311126034,5.94,55.442105642914,112.84336403552,161.64083148121,12.43,70.010004754277
103.6785986141,103.6785986141,784.06,788.48,127.1,29.22024256323,5.9,54.625780161055,111.51007029918,163.31686417758,12.32,68.414002421819
106.46903853131,106.46903853131,784.48,802.84,130.27,30.399405895014,6.225,55.81139574185,113.05746959902,162.13208244394,12.74,69.902955817343
105.82055601534,105.82055601534,788.87,807.99,131.05,30.571966382592,6.84,56.034913433312,113.78737492913,163.89480648667,13.0,70.126785412749
105.85003249333,105.85003249333,772.44,808.02,129.73,30.429859318526,7.34,55.98632263082,114.10853327438,163.52877635758,13.1,71.041567237451
104.86748322671,104.86748322671,770.62,796.87,126.51,30.467754535611,7.51,56.04463159381,112.7265791827,164.00076257667,13.33,70.554981160482
104.24847718874,104.24847718874,769.16,791.4,126.17,30.126697581854,7.35,55.966886309824,112.30810012677,162.3247298803,13.49,70.885859692821
104.15022226208,104.15022226208,767.58,789.85,126.12,30.240383233106,7.4,55.840550223345,112.56113397454,162.68112763758,13.77,69.523418677308
104.95591266071,104.95591266071,771.29,791.92,125.84,30.00353812633,7.49,56.258431124773,112.2691718425,161.60230199394,14.15,69.396906297296
105.0738185727,105.0738185727,769.0,795.82,126.54,30.136171386125,7.59,56.462512495238,111.45793653628,161.01472731303,14.38,69.48449179115
105.69282461068,105.69282461068,759.22,793.22,124.96,29.870904866536,7.67,56.39448537175,110.52115290886,161.7949494303,14.11,69.231467031127
106.14479727332,106.14479727332,757.25,791.3,123.89,29.880378670807,7.465,56.530539618726,111.47725166262,162.15134718758,14.07,69.309320803442
106.95048767195,106.95048767195,762.45,793.6,123.48,30.107749973312,7.43,56.316740087763,110.93642812514,161.22663949303,14.7,70.292224678919
106.6164209213,106.6164209213,759.48,796.59,124.37,30.221435624564,7.67,56.258431124773,111.24547014656,160.86060936394,15.74,70.039199918895
107.45158779793,107.45158779793,757.31,796.95,124.15,30.193014211751,7.58,56.04463159381,111.46759409945,161.59266962212,15.91,70.749615591269
107.17647400328,107.17647400328,764.46,799.65,123.56,30.155118994667,7.62,55.996040791318,111.07163400951,160.07075487485,16.02,70.856664528202
107.3140309006,107.3140309006,764.63,802.75,123.91,29.889852475078,7.04,55.976604470322,113.11903740139,162.18987667485,16.94,72.30669103757
107.47123878326,107.47123878326,764.04,805.42,124.37,30.174066603209,6.68,55.937731828329,113.09006471188,162.45958308576,16.63,70.973445186675
107.56949370993,107.56949370993,768.49,801.19,123.3,30.041433343415,6.78,55.821113902349,113.9013000181,162.45958308576,17.79,70.934518300517
106.29217966332,106.29217966332,772.56,805.96,123.9,30.18354040748,6.95,56.130158131566,114.46143868192,162.72928949667,17.66,71.352982326711
106.04654234666,106.04654234666,771.24,807.05,124.88,29.90880008362,6.73,55.956320752631,115.42719499884,163.41318789576,17.59,71.907690454455
106.11532079532,106.11532079532,768.56,808.2,124.9,30.079328560499,6.58,56.303995510501,115.29198911447,163.31686417758,17.08,71.820104960601
106.91118570129,106.91118570129,768.31,808.49,124.88,29.605638346947,6.49,56.033581809936,114.73185045065,162.57517154758,16.81,71.966080783691
106.47886402397,106.47886402397,766.56,807.48,125.06,29.435109870069,6.6,56.20741918887,114.25862985536,161.97796449485,16.79,71.086441649868
105.60439517668,105.60439517668,765.98,805.23,125.26,29.25510758892,6.68,56.072212338588,114.23931472902,162.39215648303,15.73,70.893114367709
104.02249085742,104.02249085742,760.77,806.93,125.15,29.179317154751,6.61,55.975636016957,115.12781054059,161.85274366121,16.14,71.299101660243
103.38725392527,103.38725392527,754.64,797.25,124.36,28.743522158284,6.47,55.425150983664,114.24897229219,160.46568211939,14.79,70.854448911277
102.10700718511,102.10700718511,760.58,798.92,122.51,28.648784115574,6.3,55.019530432817,113.49568236499,160.50421160666,14.79,70.506459803391
103.64134869813,103.64134869813,767.74,800.12,123.09,28.355096183172,6.26,54.642882778458,113.66951850204,161.01472731303,14.87,70.690120721442
101.84313953637,101.84313953637,758.81,800.94,124.31,29.653007368303,6.64,54.642882778458,113.96890296028,160.67759429939,14.8,71.318434388459
101.9701869228,101.9701869228,752.61,791.34,123.94,29.880378670807,6.86,54.739459100089,113.62123068619,159.71435711757,15.41,70.535458895715
100.6117571756,100.6117571756,736.67,765.84,125.0,29.359319435901,6.82,54.285550388426,115.33061936715,160.28266705485,15.05,70.796450726629
94.47439112351,94.47439112351,735.59,761.97,123.34,30.335121275816,6.85,54.2662351241,115.38856474616,161.3711250703,15.05,70.873781639493
95.129173807411,95.129173807411,739.61,757.65,121.22,30.45828073134,6.98,54.816720157393,117.54220133291,160.50421160666,15.02,71.270102567919
96.419193423456,96.419193423456,744.86,757.52,121.63,30.3730164929,6.7,54.787747260904,123.03735477621,160.61980006848,15.63,71.289435296135
97.171704866148,97.171704866148,744.43,759.28,121.0,30.467754535611,5.84,54.633225146295,123.86790520876,158.34656031939,14.98,71.096108013976
97.689667287742,97.689667287742,745.72,754.41,120.61,30.344595080087,5.22,53.889587469741,122.82488838648,160.16707859303,14.73,71.067108921652
97.60171140483,97.60171140483,739.95,757.08,121.92,29.833009649452,5.41,53.995821423535,121.74324131153,158.41398692212,14.9,71.328100752567
97.562619901313,97.562619901313,736.07,753.41,120.61,29.605638346947,5.41,51.272369153559,122.16817409097,158.23097185757,14.08,71.202438019163
96.536467934005,96.536467934005,735.44,753.2,119.37,29.245633784649,5.51,52.112583151743,119.56063203528,158.84744365393,14.84,71.376432573106
96.546240809884,96.546240809884,741.2,735.63,116.86,29.150895741938,5.14,51.861484715504,119.37713833506,158.78001705121,14.1,71.212104383271
94.669848641092,94.669848641092,742.63,735.8,117.29,29.141421937667,5.17,51.900115244156,119.68618035648,159.2520032703,13.71,71.241103475595
95.207356814444,95.207356814444,748.21,729.48,116.78,29.018262482144,5.09,51.677989704406,118.61419084469,157.73008852302,14.05,71.163772562731
94.777350275762,94.777350275762,753.78,732.51,117.93,28.989841069331,5.14,51.388260739515,118.06370974404,156.90170454666,14.85,70.825449818953
94.484163999389,94.484163999389,745.81,727.2,117.87,28.544572268593,5.01,50.789487545407,117.82227066481,156.43935069938,14.48,71.589092583481
93.760971184333,93.760971184333,736.57,717.78,117.24,28.099303467855,5.1,50.509416212679,117.15589880614,155.86140839029,14.06,71.376432573106
93.360283273289,93.360283273289,737.61,707.26,115.85,27.227713474921,5.02,49.62091405368,116.77925384253,155.92883499302,13.4,71.07677528576
92.832547975816,92.832547975816,728.1,708.97,116.7,26.905604129706,5.04,49.62091405368,116.49918451063,154.0119930012,13.14,71.35709984489
93.712106804938,93.712106804938,725.68,704.89,114.0,26.687706631472,4.96,49.418103778256,116.62473283183,154.20464043756,12.98,70.69978708555
93.428693404443,93.428693404443,715.62,710.25,114.19,27.369820538986,5.07,49.408446146093,116.27706055773,154.31059652756,13.89,70.380797069988
92.255948298948,92.255948298948,715.6,703.53,114.28,26.810866086996,5.14,49.418103778256,116.21911517872,154.66699428484,13.61,70.583790716254
91.464345352739,91.464345352739,707.95,695.19,114.16,26.687706631472,5.13,48.809672951985,115.39822230933,154.18537569393,13.34,70.042474326209
89.949549591474,89.949549591474,691.36,691.26,112.7,26.280333047818,5.12,47.747333414051,114.44212355558,153.52074203847,12.97,69.124169735954
