AAPL,AMZN,GOOGL,FB,GM,AMD,MSFT,MCD,MMM,SHLD,WMT,INTC
66.560942650819,66.560942650819,384.2,569.4528463839614,61.08,31.564845688524,3.48,33.262082614006,83.411934422894,,23.407420036626903,67.582623543997
67.325247034727,67.325247034727,394.43,555.1737682376404,53.53,31.145009250213,3.48,33.081604683382,82.833919951946,,23.311422415150645,66.994948556658
73.173837102897,73.173837102897,386.28,563.2436792799413,55.14,31.53914141679,3.54,32.729672718665,83.74985057514,,24.631389710449167,67.510294314786
72.584990421034,72.584990421034,387.6,552.3199588013016,53.55,31.496300963901,3.41,32.513099201916,83.652032741595,,24.615390106869803,67.040154324915
73.928836911697,73.928836911697,399.87,563.6549488296421,54.45,31.556277597946,3.47,33.212451183084,83.972163833197,,24.46339387286572,67.284265473502
73.308088829462,73.308088829462,404.54,581.8461031804345,56.63,32.918603999812,3.62,32.535658943244,84.763599031879,,23.959406360115384,67.772487770676
72.983757925682,72.983757925682,407.05,584.3137204786397,57.51,33.244191441768,3.67,32.422860236604,84.372327697699,,24.103402792329774,68.125092763079
71.867208912667,71.867208912667,399.61,583.6516768132676,58.51,32.85005927519,4.17,32.639433753353,84.550178304144,,24.271398629913207,68.568109291996
73.672296483707,73.672296483707,395.8,577.0462866064868,56.3,33.072829630212,4.18,32.828935580508,84.41679034931,,24.095402990540087,68.884549669794
74.085685463525,74.085685463525,395.87,579.9000960428257,57.19,33.415553253323,4.38,33.2891543036,85.421646275727,,24.607390305080102,69.399895427922
72.627525621529,72.627525621529,397.54,576.0883294846226,57.6,33.741140695278,4.47,33.171843648694,84.88809445639,,23.53541686526192,70.213599256546
71.210571755014,71.210571755014,390.98,576.4795371050699,57.74,34.289498492256,4.3,32.287501788636,84.674673728656,,22.863433514928122,70.484833866087
70.839717975691,70.839717975691,397.66,563.2286328330009,55.91,33.912502506834,4.13,31.56559006614,84.327865046087,,22.735436686293134,70.059899644472
71.315447608736,71.315447608736,401.01,566.839780098667,57.94,34.298066582834,4.17,32.522123098448,85.190440487348,,23.543416667051613,70.557163095298
72.23806269199,72.23806269199,401.92,566.8698729925475,57.22,34.692198749412,4.09,32.061904375356,84.88809445639,,27.295323706415257,70.602368863555
71.783135430437,71.783135430437,398.03,572.3818880550016,58.23,34.632222115367,4.18,32.269453995574,84.843631804779,,28.191301506860288,70.367298868619
72.300536267718,72.300536267718,393.63,571.1932187467198,57.92,34.443724122656,4.18,32.856007270102,85.706207246039,,28.103303687173746,70.927850395004
71.908414888148,71.908414888148,396.44,560.3898698436024,57.2,34.615085934212,4.13,32.603338167228,85.234903138959,,28.711288623190026,70.710862707371
73.523423281972,73.523423281972,397.97,554.2107956334628,54.557,33.903934416256,4.0,33.307202096662,85.848487731196,,29.583267018266,71.108673468031
,,,558.2833672719638,54.71,35.086330915989,3.95,33.532799509942,85.732884837006,,30.191251954282308,71.343743462967
